district,taluka,region,crop,year,month,drought_signal,price_signal,ndvi_signal,repayment_proximity,financial_stress
Beed,Beed,Marathwada,tur,2024,3,0.486,0.476,1.0,1.0,92.4
Beed,Beed,Marathwada,tur,2024,4,0.2,0.015,1.0,1.0,52.4
Beed,Beed,Marathwada,tur,2024,5,0.234,0.119,1.0,1.0,71.2
Beed,Beed,Marathwada,tur,2024,6,0.008,0.424,0.862,0.0,28.4
Beed,Beed,Marathwada,tur,2024,7,0.0,0.358,0.552,0.0,25.2
Beed,Beed,Marathwada,tur,2024,8,0.874,0.001,0.754,0.0,53.0
Beed,Beed,Marathwada,tur,2024,9,0.0,0.014,0.0,0.0,2.2
Beed,Beed,Marathwada,tur,2024,10,0.028,0.231,0.0,0.0,11.4
Beed,Beed,Marathwada,tur,2024,11,0.215,0.302,0.312,0.0,26.5
Beed,Beed,Marathwada,tur,2024,12,0.424,0.245,0.78,0.0,42.5
Beed,Beed,Marathwada,tur,2025,1,0.391,0.0,0.905,0.3,44.6
Beed,Beed,Marathwada,tur,2025,2,0.288,0.34,0.793,0.6,56.2
Beed,Beed,Marathwada,tur,2025,3,0.098,0.2,0.931,1.0,55.2
Beed,Beed,Marathwada,tur,2025,4,0.042,0.194,0.822,1.0,47.4
Beed,Beed,Marathwada,tur,2025,5,0.045,0.166,1.0,1.0,49.3
Beed,Beed,Marathwada,tur,2025,6,0.745,0.017,1.0,0.0,52.3
Beed,Beed,Marathwada,tur,2025,7,0.563,0.523,0.788,0.0,48.7
Beed,Beed,Marathwada,tur,2025,8,0.327,0.538,0.382,0.0,35.4
Beed,Beed,Marathwada,tur,2025,9,0.393,0.0,0.173,0.0,21.7
Beed,Beed,Marathwada,tur,2025,10,0.0,0.0,0.026,0.0,3.9
Beed,Beed,Marathwada,tur,2025,11,0.093,0.295,0.32,0.0,18.5
Beed,Beed,Marathwada,tur,2025,12,0.292,0.273,0.685,0.0,35.6
Beed,Georai,Marathwada,cotton,2023,1,0.229,0.482,0.803,1.0,75.7
Beed,Georai,Marathwada,cotton,2023,2,0.188,0.322,0.716,1.0,57.0
Beed,Georai,Marathwada,cotton,2023,3,0.191,0.136,0.949,1.0,58.2
Beed,Georai,Marathwada,cotton,2023,4,0.291,0.137,0.899,0.0,35.0
Beed,Georai,Marathwada,cotton,2023,5,0.198,0.325,0.98,0.0,45.0
Beed,Georai,Marathwada,cotton,2023,6,0.947,0.252,1.0,0.0,61.7
Beed,Georai,Marathwada,cotton,2023,7,0.231,0.231,0.693,0.0,23.6
Beed,Georai,Marathwada,cotton,2023,8,0.482,0.317,0.517,0.0,42.5
Beed,Georai,Marathwada,cotton,2023,9,0.619,0.372,0.303,0.0,51.0
Beed,Georai,Marathwada,cotton,2023,10,0.415,0.131,0.342,0.0,33.5
Beed,Georai,Marathwada,cotton,2023,11,0.155,0.417,0.37,0.3,34.0
Beed,Georai,Marathwada,cotton,2023,12,0.168,0.001,0.623,0.6,39.4
Beed,Georai,Marathwada,cotton,2024,1,0.516,0.114,1.0,1.0,79.8
Beed,Georai,Marathwada,cotton,2024,2,0.367,0.228,0.949,1.0,79.2
Beed,Georai,Marathwada,cotton,2024,3,0.273,0.129,1.0,1.0,69.0
Beed,Georai,Marathwada,cotton,2024,4,0.19,0.151,0.933,0.0,41.9
Beed,Georai,Marathwada,cotton,2024,5,0.298,0.179,1.0,0.0,37.7
Beed,Georai,Marathwada,cotton,2024,6,0.315,0.147,0.927,0.0,37.5
Beed,Georai,Marathwada,cotton,2024,7,0.743,0.183,0.986,0.0,64.8
Beed,Georai,Marathwada,cotton,2024,8,0.409,0.181,0.427,0.0,36.3
Beed,Georai,Marathwada,cotton,2024,9,0.48,0.387,0.368,0.0,41.1
Beed,Georai,Marathwada,cotton,2024,10,0.296,0.332,0.149,0.0,18.2
Beed,Georai,Marathwada,cotton,2024,11,0.27,0.344,0.353,0.3,41.1
Beed,Georai,Marathwada,cotton,2024,12,0.275,0.431,0.728,0.6,49.9
Beed,Georai,Marathwada,cotton,2025,1,0.484,0.037,1.0,1.0,65.7
Beed,Georai,Marathwada,cotton,2025,2,0.41,0.0,0.937,1.0,63.9
Beed,Georai,Marathwada,cotton,2025,3,0.169,0.05,0.919,1.0,47.8
Beed,Georai,Marathwada,cotton,2025,4,0.291,0.26,1.0,0.0,45.8
Beed,Georai,Marathwada,cotton,2025,5,0.319,0.042,1.0,0.0,40.1
Beed,Georai,Marathwada,cotton,2025,6,0.411,0.157,0.839,0.0,34.1
Beed,Georai,Marathwada,cotton,2025,7,0.58,0.357,0.868,0.0,52.4
Beed,Georai,Marathwada,cotton,2025,8,0.356,0.2,0.305,0.0,24.2
Beed,Georai,Marathwada,cotton,2025,9,1.0,0.132,0.76,0.0,64.2
Beed,Georai,Marathwada,cotton,2025,10,0.31,0.421,0.382,0.0,33.0
Beed,Georai,Marathwada,cotton,2025,11,0.178,0.135,0.415,0.3,22.2
Beed,Georai,Marathwada,cotton,2025,12,0.028,0.258,0.51,0.6,31.0
Beed,Georai,Marathwada,soybean,2023,1,0.447,0.422,0.634,1.0,81.3
Beed,Georai,Marathwada,soybean,2023,2,0.766,0.392,1.0,0.0,60.3
Beed,Georai,Marathwada,soybean,2023,3,0.322,0.358,0.752,0.0,36.1
Beed,Georai,Marathwada,soybean,2023,4,0.338,0.184,1.0,0.0,37.6
Beed,Georai,Marathwada,soybean,2023,5,0.522,0.117,1.0,0.0,39.7
Beed,Georai,Marathwada,soybean,2023,6,0.464,0.418,1.0,0.0,51.0
Beed,Georai,Marathwada,soybean,2023,7,0.829,0.91,0.986,0.0,77.8
Beed,Georai,Marathwada,soybean,2023,8,0.602,0.404,0.53,0.0,47.1
Beed,Georai,Marathwada,soybean,2023,9,0.192,0.695,0.0,0.3,40.9
Beed,Georai,Marathwada,soybean,2023,10,0.293,0.535,0.329,0.6,51.0
Beed,Georai,Marathwada,soybean,2023,11,0.439,0.348,0.558,1.0,71.9
Beed,Georai,Marathwada,soybean,2023,12,0.303,0.754,0.711,1.0,83.5
Beed,Georai,Marathwada,soybean,2024,1,0.28,0.38,0.714,1.0,60.7
Beed,Georai,Marathwada,soybean,2024,2,0.266,0.039,0.857,0.0,30.4
Beed,Georai,Marathwada,soybean,2024,3,0.261,0.355,1.0,0.0,40.8
Beed,Georai,Marathwada,soybean,2024,4,0.228,0.59,1.0,0.0,43.2
Beed,Georai,Marathwada,soybean,2024,5,0.491,0.542,1.0,0.0,59.6
Beed,Georai,Marathwada,soybean,2024,6,0.372,0.44,1.0,0.0,54.2
Beed,Georai,Marathwada,soybean,2024,7,0.74,0.068,0.846,0.0,51.9
Beed,Georai,Marathwada,soybean,2024,8,0.367,0.745,0.619,0.0,51.4
Beed,Georai,Marathwada,soybean,2024,9,0.629,0.337,0.619,0.3,66.0
Beed,Georai,Marathwada,soybean,2024,10,0.0,0.559,0.0,0.6,31.8
Beed,Georai,Marathwada,soybean,2024,11,0.287,0.422,0.424,1.0,58.3
Beed,Georai,Marathwada,soybean,2024,12,0.104,0.482,0.688,1.0,61.6
Beed,Georai,Marathwada,soybean,2025,1,0.174,0.566,0.801,1.0,63.9
Beed,Georai,Marathwada,soybean,2025,2,0.051,0.603,0.768,0.0,29.7
Beed,Georai,Marathwada,soybean,2025,3,0.133,0.527,0.901,0.0,34.8
Beed,Georai,Marathwada,soybean,2025,4,0.141,0.659,0.957,0.0,46.2
Beed,Georai,Marathwada,soybean,2025,5,0.379,0.509,1.0,0.0,48.1
Beed,Georai,Marathwada,soybean,2025,6,0.225,0.187,0.99,0.0,38.6
Beed,Georai,Marathwada,soybean,2025,7,0.474,0.166,0.755,0.0,40.3
Beed,Georai,Marathwada,soybean,2025,8,0.191,0.503,0.234,0.0,31.4
Beed,Georai,Marathwada,soybean,2025,9,0.492,0.904,0.361,0.3,60.5
Beed,Georai,Marathwada,soybean,2025,10,0.0,0.371,0.0,0.6,27.5
Beed,Georai,Marathwada,soybean,2025,11,0.224,0.342,0.468,1.0,64.4
Beed,Georai,Marathwada,soybean,2025,12,0.0,0.758,0.451,1.0,55.0
Beed,Georai,Marathwada,tur,2023,1,0.109,0.298,0.772,0.3,43.7
Beed,Georai,Marathwada,tur,2023,2,0.186,0.348,0.815,0.6,58.3
Beed,Georai,Marathwada,tur,2023,3,0.15,0.244,1.0,1.0,60.1
Beed,Georai,Marathwada,tur,2023,4,0.402,0.263,0.915,1.0,77.2
Beed,Georai,Marathwada,tur,2023,5,0.133,0.305,1.0,1.0,57.4
Beed,Georai,Marathwada,tur,2023,6,0.039,0.228,0.881,0.0,32.4
Beed,Georai,Marathwada,tur,2023,7,0.318,0.05,0.52,0.0,12.0
Beed,Georai,Marathwada,tur,2023,8,0.353,0.263,0.38,0.0,30.8
Beed,Georai,Marathwada,tur,2023,9,0.371,0.312,0.288,0.0,21.6
Beed,Georai,Marathwada,tur,2023,10,0.212,0.045,0.212,0.0,18.7
Beed,Georai,Marathwada,tur,2023,11,0.469,0.425,0.53,0.0,41.4
Beed,Georai,Marathwada,tur,2023,12,0.382,0.287,0.577,0.0,31.2
Beed,Georai,Marathwada,tur,2024,1,0.166,0.344,0.875,0.3,37.8
Beed,Georai,Marathwada,tur,2024,2,0.163,0.269,0.826,0.6,58.3
Beed,Georai,Marathwada,tur,2024,3,0.354,0.36,1.0,1.0,80.8
Beed,Georai,Marathwada,tur,2024,4,0.391,0.417,1.0,1.0,71.5
Beed,Georai,Marathwada,tur,2024,5,0.435,0.0,1.0,1.0,66.2
Beed,Georai,Marathwada,tur,2024,6,0.316,0.698,1.0,0.0,53.1
Beed,Georai,Marathwada,tur,2024,7,0.762,0.368,0.87,0.0,55.3
Beed,Georai,Marathwada,tur,2024,8,0.709,0.174,0.783,0.0,51.6
Beed,Georai,Marathwada,tur,2024,9,0.123,0.387,0.007,0.0,12.2
Beed,Georai,Marathwada,tur,2024,10,0.346,0.196,0.182,0.0,16.6
Beed,Georai,Marathwada,tur,2024,11,0.307,0.187,0.571,0.0,30.3
Beed,Georai,Marathwada,tur,2024,12,0.252,0.0,0.611,0.0,30.5
Beed,Georai,Marathwada,tur,2025,1,0.302,0.203,0.853,0.3,50.4
Beed,Georai,Marathwada,tur,2025,2,0.333,0.0,0.842,0.6,52.1
Beed,Georai,Marathwada,tur,2025,3,0.415,0.0,1.0,1.0,71.4
Beed,Georai,Marathwada,tur,2025,4,0.379,0.261,1.0,1.0,76.1
Beed,Georai,Marathwada,tur,2025,5,0.511,0.253,1.0,1.0,87.9
Beed,Georai,Marathwada,tur,2025,6,0.398,0.033,1.0,0.0,43.0
Beed,Georai,Marathwada,tur,2025,7,0.729,0.388,0.95,0.0,61.9
Beed,Georai,Marathwada,tur,2025,8,0.349,0.269,0.516,0.0,32.1
Beed,Georai,Marathwada,tur,2025,9,1.0,0.0,0.865,0.0,63.4
Beed,Georai,Marathwada,tur,2025,10,0.399,0.056,0.288,0.0,20.1
Beed,Georai,Marathwada,tur,2025,11,0.09,0.392,0.245,0.0,14.5
Beed,Georai,Marathwada,tur,2025,12,0.231,0.123,0.783,0.0,33.5
Beed,Majalgaon,Marathwada,cotton,2023,1,0.311,0.217,0.794,1.0,58.0
Beed,Majalgaon,Marathwada,cotton,2023,2,0.394,0.024,0.917,1.0,60.0
Beed,Majalgaon,Marathwada,cotton,2023,3,0.108,0.196,0.912,1.0,53.4
Beed,Majalgaon,Marathwada,cotton,2023,4,0.173,0.23,0.991,0.0,40.6
Beed,Majalgaon,Marathwada,cotton,2023,5,0.345,0.11,1.0,0.0,33.2
Beed,Majalgaon,Marathwada,cotton,2023,6,0.574,0.319,1.0,0.0,56.7
Beed,Majalgaon,Marathwada,cotton,2023,7,0.45,0.308,0.672,0.0,30.9
Beed,Majalgaon,Marathwada,cotton,2023,8,0.751,0.238,0.788,0.0,52.7
Beed,Majalgaon,Marathwada,cotton,2023,9,0.501,0.124,0.45,0.0,29.2
Beed,Majalgaon,Marathwada,cotton,2023,10,0.149,0.402,0.084,0.0,27.6
Beed,Majalgaon,Marathwada,cotton,2023,11,0.375,0.288,0.626,0.3,44.5
Beed,Majalgaon,Marathwada,cotton,2023,12,0.327,0.104,0.747,0.6,50.6
Beed,Majalgaon,Marathwada,cotton,2024,1,0.164,0.243,0.679,1.0,50.3
Beed,Majalgaon,Marathwada,cotton,2024,2,0.267,0.266,1.0,1.0,68.3
Beed,Majalgaon,Marathwada,cotton,2024,3,0.639,0.0,1.0,1.0,84.6
Beed,Majalgaon,Marathwada,cotton,2024,4,0.147,0.278,0.92,0.0,28.5
Beed,Majalgaon,Marathwada,cotton,2024,5,0.264,0.204,0.996,0.0,36.4
Beed,Majalgaon,Marathwada,cotton,2024,6,0.579,0.1,1.0,0.0,54.8
Beed,Majalgaon,Marathwada,cotton,2024,7,0.616,0.146,0.867,0.0,45.6
Beed,Majalgaon,Marathwada,cotton,2024,8,0.341,0.381,0.228,0.0,19.2
Beed,Majalgaon,Marathwada,cotton,2024,9,0.735,0.329,0.712,0.0,52.3
Beed,Majalgaon,Marathwada,cotton,2024,10,0.285,0.485,0.079,0.0,20.1
Beed,Majalgaon,Marathwada,cotton,2024,11,0.144,0.316,0.3,0.3,33.4
Beed,Majalgaon,Marathwada,cotton,2024,12,0.208,0.309,0.689,0.6,50.6
Beed,Majalgaon,Marathwada,cotton,2025,1,0.644,0.267,1.0,1.0,93.8
Beed,Majalgaon,Marathwada,cotton,2025,2,0.323,0.027,0.774,1.0,63.9
Beed,Majalgaon,Marathwada,cotton,2025,3,0.311,0.305,0.828,1.0,74.0
Beed,Majalgaon,Marathwada,cotton,2025,4,0.29,0.187,1.0,0.0,43.1
Beed,Majalgaon,Marathwada,cotton,2025,5,0.538,0.387,1.0,0.0,57.3
Beed,Majalgaon,Marathwada,cotton,2025,6,0.281,0.248,1.0,0.0,43.2
Beed,Majalgaon,Marathwada,cotton,2025,7,0.339,0.278,0.555,0.0,34.6
Beed,Majalgaon,Marathwada,cotton,2025,8,0.612,0.337,0.464,0.0,42.1
Beed,Majalgaon,Marathwada,cotton,2025,9,0.661,0.427,0.475,0.0,38.1
Beed,Majalgaon,Marathwada,cotton,2025,10,0.225,0.313,0.196,0.0,27.0
Beed,Majalgaon,Marathwada,cotton,2025,11,0.637,0.111,0.837,0.3,56.7
Beed,Majalgaon,Marathwada,cotton,2025,12,0.272,0.43,0.759,0.6,60.6
Beed,Majalgaon,Marathwada,soybean,2023,1,0.584,0.562,0.992,1.0,100.0
Beed,Majalgaon,Marathwada,soybean,2023,2,0.414,0.665,1.0,0.0,49.2
Beed,Majalgaon,Marathwada,soybean,2023,3,0.41,0.444,1.0,0.0,48.6
Beed,Majalgaon,Marathwada,soybean,2023,4,0.554,0.622,1.0,0.0,61.1
Beed,Majalgaon,Marathwada,soybean,2023,5,0.285,0.526,0.97,0.0,53.7
Beed,Majalgaon,Marathwada,soybean,2023,6,0.559,0.873,1.0,0.0,64.7
Beed,Majalgaon,Marathwada,soybean,2023,7,0.368,0.26,0.66,0.0,35.1
Beed,Majalgaon,Marathwada,soybean,2023,8,0.55,0.306,0.652,0.0,40.6
Beed,Majalgaon,Marathwada,soybean,2023,9,0.962,0.836,0.68,0.3,94.3
Beed,Majalgaon,Marathwada,soybean,2023,10,0.375,0.341,0.243,0.6,45.4
Beed,Majalgaon,Marathwada,soybean,2023,11,0.519,0.861,0.634,1.0,100.0
Beed,Majalgaon,Marathwada,soybean,2023,12,0.273,0.564,0.643,1.0,67.4
Beed,Majalgaon,Marathwada,soybean,2024,1,0.651,0.916,0.982,1.0,100.0
Beed,Majalgaon,Marathwada,soybean,2024,2,0.483,0.623,1.0,0.0,60.4
Beed,Majalgaon,Marathwada,soybean,2024,3,0.329,0.448,0.925,0.0,52.5
Beed,Majalgaon,Marathwada,soybean,2024,4,0.203,0.373,1.0,0.0,48.9
Beed,Majalgaon,Marathwada,soybean,2024,5,0.546,0.075,1.0,0.0,46.7
Beed,Majalgaon,Marathwada,soybean,2024,6,0.446,0.682,0.981,0.0,60.1
Beed,Majalgaon,Marathwada,soybean,2024,7,0.475,0.348,0.761,0.0,43.5
Beed,Majalgaon,Marathwada,soybean,2024,8,0.634,0.587,0.766,0.0,55.1
Beed,Majalgaon,Marathwada,soybean,2024,9,0.627,0.788,0.425,0.3,66.6
Beed,Majalgaon,Marathwada,soybean,2024,10,0.471,0.455,0.309,0.6,58.9
Beed,Majalgaon,Marathwada,soybean,2024,11,0.611,0.204,0.797,1.0,84.0
Beed,Majalgaon,Marathwada,soybean,2024,12,0.485,0.955,0.969,1.0,100.0
Beed,Majalgaon,Marathwada,soybean,2025,1,0.374,0.822,0.777,1.0,84.6
Beed,Majalgaon,Marathwada,soybean,2025,2,0.582,0.776,1.0,0.0,60.5
Beed,Majalgaon,Marathwada,soybean,2025,3,0.312,0.569,0.919,0.0,40.5
Beed,Majalgaon,Marathwada,soybean,2025,4,0.213,0.695,0.905,0.0,49.1
Beed,Majalgaon,Marathwada,soybean,2025,5,0.52,0.566,1.0,0.0,60.2
Beed,Majalgaon,Marathwada,soybean,2025,6,0.645,0.231,1.0,0.0,50.8
Beed,Majalgaon,Marathwada,soybean,2025,7,0.706,0.387,0.896,0.0,55.8
Beed,Majalgaon,Marathwada,soybean,2025,8,0.399,0.549,0.356,0.0,42.0
Beed,Majalgaon,Marathwada,soybean,2025,9,0.238,0.175,0.184,0.3,20.0
Beed,Majalgaon,Marathwada,soybean,2025,10,0.587,0.743,0.6,0.6,88.5
Beed,Majalgaon,Marathwada,soybean,2025,11,0.541,0.149,0.759,1.0,67.6
Beed,Majalgaon,Marathwada,soybean,2025,12,0.322,0.478,0.702,1.0,63.8
Beed,Majalgaon,Marathwada,tur,2023,1,0.27,0.334,0.963,0.3,44.5
Beed,Majalgaon,Marathwada,tur,2023,2,0.392,0.011,0.976,0.6,49.0
Beed,Majalgaon,Marathwada,tur,2023,3,0.361,0.0,1.0,1.0,68.1
Beed,Majalgaon,Marathwada,tur,2023,4,0.326,0.144,1.0,1.0,66.2
Beed,Majalgaon,Marathwada,tur,2023,5,0.022,0.207,0.987,1.0,47.6
Beed,Majalgaon,Marathwada,tur,2023,6,0.607,0.038,1.0,0.0,47.3
Beed,Majalgaon,Marathwada,tur,2023,7,0.388,0.206,0.716,0.0,32.0
Beed,Majalgaon,Marathwada,tur,2023,8,0.111,0.14,0.207,0.0,17.1
Beed,Majalgaon,Marathwada,tur,2023,9,0.423,0.132,0.195,0.0,24.9
Beed,Majalgaon,Marathwada,tur,2023,10,0.011,0.0,0.067,0.0,4.5
Beed,Majalgaon,Marathwada,tur,2023,11,0.371,0.0,0.475,0.0,27.6
Beed,Majalgaon,Marathwada,tur,2023,12,0.451,0.391,0.675,0.0,45.6
Beed,Majalgaon,Marathwada,tur,2024,1,0.325,0.369,0.937,0.3,52.7
Beed,Majalgaon,Marathwada,tur,2024,2,0.465,0.471,1.0,0.6,80.0
Beed,Majalgaon,Marathwada,tur,2024,3,0.347,0.398,1.0,1.0,82.1
Beed,Majalgaon,Marathwada,tur,2024,4,0.364,0.018,1.0,1.0,70.6
Beed,Majalgaon,Marathwada,tur,2024,5,0.216,0.0,1.0,1.0,46.7
Beed,Majalgaon,Marathwada,tur,2024,6,0.983,0.494,1.0,0.0,78.0
Beed,Majalgaon,Marathwada,tur,2024,7,1.0,0.46,1.0,0.0,84.4
Beed,Majalgaon,Marathwada,tur,2024,8,0.364,0.191,0.543,0.0,31.9
Beed,Majalgaon,Marathwada,tur,2024,9,0.518,0.146,0.401,0.0,29.7
Beed,Majalgaon,Marathwada,tur,2024,10,0.385,0.45,0.409,0.0,39.3
Beed,Majalgaon,Marathwada,tur,2024,11,0.413,0.29,0.569,0.0,33.2
Beed,Majalgaon,Marathwada,tur,2024,12,0.45,0.316,0.858,0.0,40.2
Beed,Majalgaon,Marathwada,tur,2025,1,0.47,0.401,0.806,0.3,59.8
Beed,Majalgaon,Marathwada,tur,2025,2,0.307,0.225,1.0,0.6,55.0
Beed,Majalgaon,Marathwada,tur,2025,3,0.341,0.178,1.0,1.0,63.4
Beed,Majalgaon,Marathwada,tur,2025,4,0.165,0.361,1.0,1.0,62.3
Beed,Majalgaon,Marathwada,tur,2025,5,0.364,0.062,1.0,1.0,60.9
Beed,Majalgaon,Marathwada,tur,2025,6,0.546,0.094,1.0,0.0,46.2
Beed,Majalgaon,Marathwada,tur,2025,7,0.54,0.439,0.869,0.0,50.4
Beed,Majalgaon,Marathwada,tur,2025,8,0.467,0.483,0.49,0.0,47.0
Beed,Majalgaon,Marathwada,tur,2025,9,0.501,0.433,0.334,0.0,39.8
Beed,Majalgaon,Marathwada,tur,2025,10,0.119,0.0,0.0,0.0,8.8
Beed,Majalgaon,Marathwada,tur,2025,11,0.737,0.0,0.789,0.0,43.6
Beed,Majalgaon,Marathwada,tur,2025,12,0.231,0.137,0.609,0.0,23.2
Beed,Ambajogai,Marathwada,cotton,2023,1,0.553,0.304,0.92,1.0,85.8
Beed,Ambajogai,Marathwada,cotton,2023,2,0.281,0.281,1.0,1.0,70.3
Beed,Ambajogai,Marathwada,cotton,2023,3,0.2,0.194,1.0,1.0,59.2
Beed,Ambajogai,Marathwada,cotton,2023,4,0.264,0.081,1.0,0.0,24.8
Beed,Ambajogai,Marathwada,cotton,2023,5,0.084,0.321,0.993,0.0,30.6
Beed,Ambajogai,Marathwada,cotton,2023,6,0.825,0.104,1.0,0.0,57.5
Beed,Ambajogai,Marathwada,cotton,2023,7,1.0,0.235,1.0,0.0,74.2
Beed,Ambajogai,Marathwada,cotton,2023,8,0.118,0.111,0.126,0.0,9.8
Beed,Ambajogai,Marathwada,cotton,2023,9,1.0,0.12,0.798,0.0,66.3
Beed,Ambajogai,Marathwada,cotton,2023,10,0.395,0.249,0.353,0.0,20.2
Beed,Ambajogai,Marathwada,cotton,2023,11,0.428,0.264,0.528,0.3,44.9
Beed,Ambajogai,Marathwada,cotton,2023,12,0.527,0.07,0.716,0.6,53.2
Beed,Ambajogai,Marathwada,cotton,2024,1,0.406,0.123,0.807,1.0,65.1
Beed,Ambajogai,Marathwada,cotton,2024,2,0.316,0.173,0.985,1.0,77.5
Beed,Ambajogai,Marathwada,cotton,2024,3,0.163,0.0,1.0,1.0,51.3
Beed,Ambajogai,Marathwada,cotton,2024,4,0.237,0.353,0.959,0.0,39.2
Beed,Ambajogai,Marathwada,cotton,2024,5,0.028,0.008,0.986,0.0,16.1
Beed,Ambajogai,Marathwada,cotton,2024,6,0.372,0.413,1.0,0.0,49.3
Beed,Ambajogai,Marathwada,cotton,2024,7,0.204,0.227,0.595,0.0,28.2
Beed,Ambajogai,Marathwada,cotton,2024,8,0.646,0.335,0.635,0.0,51.0
Beed,Ambajogai,Marathwada,cotton,2024,9,0.336,0.37,0.276,0.0,27.1
Beed,Ambajogai,Marathwada,cotton,2024,10,0.495,0.128,0.54,0.0,32.8
Beed,Ambajogai,Marathwada,cotton,2024,11,0.52,0.0,0.644,0.3,41.2
Beed,Ambajogai,Marathwada,cotton,2024,12,0.27,0.148,0.586,0.6,43.3
Beed,Ambajogai,Marathwada,cotton,2025,1,0.592,0.204,1.0,1.0,88.9
Beed,Ambajogai,Marathwada,cotton,2025,2,0.478,0.027,0.999,1.0,71.4
Beed,Ambajogai,Marathwada,cotton,2025,3,0.319,0.096,1.0,1.0,70.6
Beed,Ambajogai,Marathwada,cotton,2025,4,0.328,0.372,1.0,0.0,41.0
Beed,Ambajogai,Marathwada,cotton,2025,5,0.417,0.022,1.0,0.0,40.0
Beed,Ambajogai,Marathwada,cotton,2025,6,0.818,0.415,1.0,0.0,66.7
Beed,Ambajogai,Marathwada,cotton,2025,7,0.301,0.524,0.679,0.0,34.9
Beed,Ambajogai,Marathwada,cotton,2025,8,1.0,0.091,1.0,0.0,63.2
Beed,Ambajogai,Marathwada,cotton,2025,9,0.64,0.207,0.582,0.0,41.5
Beed,Ambajogai,Marathwada,cotton,2025,10,0.395,0.399,0.299,0.0,29.0
Beed,Ambajogai,Marathwada,cotton,2025,11,0.35,0.315,0.37,0.3,33.6
Beed,Ambajogai,Marathwada,cotton,2025,12,0.565,0.153,1.0,0.6,62.2
Beed,Ambajogai,Marathwada,soybean,2023,1,0.645,0.361,1.0,1.0,89.0
Beed,Ambajogai,Marathwada,soybean,2023,2,0.534,0.469,1.0,0.0,58.6
Beed,Ambajogai,Marathwada,soybean,2023,3,0.19,0.586,1.0,0.0,47.1
Beed,Ambajogai,Marathwada,soybean,2023,4,0.308,0.002,0.988,0.0,40.0
Beed,Ambajogai,Marathwada,soybean,2023,5,0.329,0.53,1.0,0.0,52.4
Beed,Ambajogai,Marathwada,soybean,2023,6,1.0,0.558,1.0,0.0,82.4
Beed,Ambajogai,Marathwada,soybean,2023,7,0.537,0.262,0.704,0.0,46.7
Beed,Ambajogai,Marathwada,soybean,2023,8,0.179,0.338,0.155,0.0,11.5
Beed,Ambajogai,Marathwada,soybean,2023,9,0.456,1.0,0.351,0.3,68.3
Beed,Ambajogai,Marathwada,soybean,2023,10,0.652,0.293,0.556,0.6,76.8
Beed,Ambajogai,Marathwada,soybean,2023,11,0.486,0.948,0.68,1.0,100.0
Beed,Ambajogai,Marathwada,soybean,2023,12,0.415,0.41,0.711,1.0,75.7
Beed,Ambajogai,Marathwada,soybean,2024,1,0.376,0.113,0.922,1.0,70.6
Beed,Ambajogai,Marathwada,soybean,2024,2,0.457,0.546,0.985,0.0,57.7
Beed,Ambajogai,Marathwada,soybean,2024,3,0.452,0.19,1.0,0.0,46.5
Beed,Ambajogai,Marathwada,soybean,2024,4,0.33,0.053,1.0,0.0,37.8
Beed,Ambajogai,Marathwada,soybean,2024,5,0.461,0.391,1.0,0.0,54.8
Beed,Ambajogai,Marathwada,soybean,2024,6,0.385,0.651,1.0,0.0,50.8
Beed,Ambajogai,Marathwada,soybean,2024,7,0.822,0.722,1.0,0.0,78.7
Beed,Ambajogai,Marathwada,soybean,2024,8,0.385,0.599,0.483,0.0,45.1
Beed,Ambajogai,Marathwada,soybean,2024,9,0.766,0.286,0.633,0.3,69.4
Beed,Ambajogai,Marathwada,soybean,2024,10,0.139,0.341,0.021,0.6,28.9
Beed,Ambajogai,Marathwada,soybean,2024,11,0.047,0.411,0.117,1.0,49.0
Beed,Ambajogai,Marathwada,soybean,2024,12,0.197,0.292,0.658,1.0,64.6
Beed,Ambajogai,Marathwada,soybean,2025,1,0.607,0.675,1.0,1.0,100.0
Beed,Ambajogai,Marathwada,soybean,2025,2,0.262,0.371,0.965,0.0,39.8
Beed,Ambajogai,Marathwada,soybean,2025,3,0.475,0.502,0.977,0.0,56.5
Beed,Ambajogai,Marathwada,soybean,2025,4,0.265,0.513,1.0,0.0,36.6
Beed,Ambajogai,Marathwada,soybean,2025,5,0.476,0.679,1.0,0.0,58.8
Beed,Ambajogai,Marathwada,soybean,2025,6,0.247,0.708,0.932,0.0,50.9
Beed,Ambajogai,Marathwada,soybean,2025,7,0.582,0.381,0.935,0.0,56.8
Beed,Ambajogai,Marathwada,soybean,2025,8,0.448,0.39,0.318,0.0,33.6
Beed,Ambajogai,Marathwada,soybean,2025,9,0.0,0.368,0.0,0.3,15.9
Beed,Ambajogai,Marathwada,soybean,2025,10,0.145,0.562,0.11,0.6,37.4
Beed,Ambajogai,Marathwada,soybean,2025,11,0.397,0.46,0.564,1.0,72.3
Beed,Ambajogai,Marathwada,soybean,2025,12,0.37,0.544,0.717,1.0,83.9
Beed,Ambajogai,Marathwada,tur,2023,1,0.3,0.653,0.811,0.3,57.6
Beed,Ambajogai,Marathwada,tur,2023,2,0.06,0.1,0.812,0.6,37.8
Beed,Ambajogai,Marathwada,tur,2023,3,0.366,0.282,0.961,1.0,69.9
